Clean SKU,Stripped SKU,ORDER CODE,BRAND,Unnamed: 4,Unnamed: 5,LIST PRICE,DEALERS DISCOUNT,Unnamed: 8,Our Price,Our Price Values,Unnamed: 11,Compared to Sage,Compared to Generated
PAGE 72,PAGE 72,PAGE 72,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EKCR20TC,EKCR20TC,EKCR20TC,EKA,20 PAN GASTRONOMY TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR20TC,EKCR20TC
EKCR16TC,EKCR16TC,EKCR16TC,EKA,16 TRAY BAKING TROLLEY WITH HANDLE,,55000,0.25,0.3,41250.0,41250.0,,EKCR16TC,EKCR16TC
GNF8040,GNF8040,GNF8040,INOXSERV,1/1 GN INSERT - 40MM DEEP,,250,0.25,0.3,187.5,187.5,,GNF8040,GNF8040
GNF8040.P,GNF8040.P,GNF8040.P,INOXSERV,1/1 GN INSERT - 40MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8040.P,GNF8040.P
GNF8055,GNF8055,GNF8055,INOXSERV,1/1 GN INSERT - 55MM DEEP,,210,0.25,0.3,157.5,157.5,,GNF8055,GNF8055
GNF8055.P,GNF8055.P,GNF8055.P,INOXSERV,1/1 GN INSERT - 55MM DEEP (PERFORATED),,250,0.25,0.3,187.5,187.5,,GNF8055.P,GNF8055.P
GNF8065,GNF8065,GNF8065,INOXSERV,1/1 GN INSERT - 65MM DEEP,,220,0.25,0.3,165.0,165.0,,GNF8065,GNF8065
GNF8065.P,GNF8065.P,GNF8065.P,INOXSERV,1/1 GN INSERT - 65MM DEEP (PERFORATED),,310,0.25,0.3,232.5,232.5,,GNF8065.P,GNF8065.P
GN2T8020,GN2T8020,GN2T8020,INOXSERV,2/3 GN INSERT - 20MM DEEP,,170,0.25,0.3,127.5,127.5,,GN2T8020,GN2T8020
GN2T8040.P,GN2T8040.P,GN2T8040.P,INOXSERV,2/3 GN INSERT - 40MM DEEP (PERFORATED),,220,0.25,0.3,165.0,165.0,,GN2T8040.P,GN2T8040.P
GN2T8065,GN2T8065,GN2T8065,INOXSERV,2/3 GN INSERT - 65MM DEEP,,210,0.25,0.3,157.5,157.5,,GN2T8065,GN2T8065
GNT8040,GNT8040,GNT8040,INOXSERV,1/3 GN INSERT - 40MM DEEP,,100,0.25,0.3,75.0,75.0,,GNT8040,GNT8040
GNT8065,GNT8065,GNT8065,INOXSERV,1/3 GN INSERT - 65MM DEEP,,125,0.25,0.3,93.75,93.75,,GNT8065,GNT8065
BTA0043,BTA0043,BTA0043,SMARTCHEF,BAKING TRAY - 435X315X10MM DEEP,,DISCON,0.25,0.3,,,,,
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 30MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,220,0.25,0.3,165.0,165.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
CTS0064,CTS0064,CTS0064,SMARTCHEF,STAINLESS STEEL COOLING RACK - 600 X 400,,600,0.25,0.3,450.0,450.0,,CTS0064,CTS0064
EKF-EKSCS,EKF-EKSCS,EKF-EKSCS,EKA,CORE PROBE,,DISCON,0.25,0.3,,,,,
EKF-EKKD,EKF-EKKD,EKF-EKKD,EKA,MANUAL SPRAY KIT,,DISCON,0.25,0.3,,,,EKF-EKKD,
MKF-MKDET,MKF-MKDET,MKF-MKDET,EKA,SELF CLEANING DETERGENT,,2000,0.25,0.3,1500.0,1500.0,,MKF-MKDET,MKF-MKDET
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 73,PAGE 73,PAGE 73,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
MKF-MKTS1111-L,MKF-MKTS1111-L,MKF-MKTS1111-L,SMARTCHEF,STAND FOR 11 PAN OVEN,,6200,0.1,0.1,5580.0,5580.0,,MKF-MKTS1111-L,MKF-MKTS1111-L
MKF-MKTS1064-L,MKF-MKTS1064-L,MKF-MKTS1064-L,SMARTCHEF,STAND FOR 10 PAN OVEN,,6600,0.1,0.1,5940.0,5940.0,,MKF-MKTS1064-L,MKF-MKTS1064-L
MKF-MKTS711-L,MKF-MKTS711-L,MKF-MKTS711-L,SMARTCHEF,STAND FOR 7 PAN OVEN,,6400,0.1,0.1,5760.0,5760.0,,MKF-MKTS711-L,MKF-MKTS711-L
MKF-MKTS664-L,MKF-MKTS664-L,MKF-MKTS664-L,SMARTCHEF,STAND FOR 6 PAN OVEN,,6800,0.1,0.1,6120.0,6120.0,,MKF-MKTS664-L,MKF-MKTS664-L
SOE0416,SOE0416,SOE0416,SMARTCHEF,OVEN STAND - 4 PAN ,,4200,0.1,0.1,3780.0,3780.0,,SOE0416,SOE0416
SOE0423,SOE0423,SOE0423,SMARTCHEF,OVEN STAND,,4200,0.1,0.1,3780.0,3780.0,,SOE0423,SOE0423
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 77,PAGE 77,PAGE 77,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
WFS0000-XL,WFS0000-XL,WFS0000-XL,CLARIS,"WATER FILTRATION SYSTEM CONSISTING OF THE CARTRIDGE, HEAD & FLOWMETER  FOR 10/11/16/20 PAN OVENS",,8400,0.1,0.1,7560.0,7560.0,,WFS0000-XL,WFS0000-XL
WFS0000-XL-RC,WFS0000-XL-RC,WFS0000-XL-RC,CLARIS,"WATER FILTRATION SYSTEM REPLACEMENT CARTRIDGE 
FOR 10/11/16/20 PAN OVENS",,5600,0.1,0.1,5040.0,5040.0,,WFS0000-XL-RC,WFS0000-XL-RC
WFS0000-L,WFS0000-L,WFS0000-L,CLARIS,"WATER FILTRATION SYSTEM CONSISTING OF THE CARTRIDGE, HEAD & FLOWMETER FOR 6/7 PAN OVENS",,6600,0.1,0.1,5940.0,5940.0,,WFS0000-L,WFS0000-L
WFS0000-L-RC,WFS0000-L-RC,WFS0000-L-RC,CLARIS,"WATER FILTRATION SYSTEM REPLACEMENT CARTRIDGE 
FOR 6/7 PAN OVENS",,4600,0.1,0.1,4140.0,4140.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CSS-GB-1606,CSS-GB-1606,"CSS-GB-1606
",SMARTCHEF,6 PAN COMBI STEAMER - 1/1GN & 600X400MM,,57600,0.25,0.3,43200.0,43200.0,,,
CSS-M-2303,CSS-M-2303,"CSS-M-2303
",SMARTCHEF,3 PAN MINI COMBI STEAMER - 2/3GN,P,11000,0.25,0.3,8250.0,8250.0,,,
COS-GB-1604-H,COS-GB-1604-H,"COS-GB-1604-H
",SMARTCHEF,4 PAN CONVECTION OVEN WITH HUMIDIFICATION - 1/1GN & 600X400MM,P,29800,0.25,0.3,22350.0,22350.0,,,
COS-GN-1104-H,COS-GN-1104-H,"COS-GN-1104-H
",SMARTCHEF,4 PAN CONVECTION OVEN WITH HUMIDIFICATION - 1/1GN,P,17600,0.25,0.3,13200.0,13200.0,,,
COS-GN-2304,COS-GN-2304,"COS-GN-2304 
",SMARTCHEF,4 PAN CONVECTION OVEN - 2/3GN,P,8600,0.25,0.3,6450.0,6450.0,,,
COS-GN-1204,COS-GN-1204,"COS-GN-1204
",SMARTCHEF,4 PAN CONVECTION OVEN - 1/2GN,P,7600,0.25,0.3,5700.0,5700.0,,,
COS-GR-4530-03,COS-GR-4530-03,"COS-GR-4530-03
",SMARTCHEF,3 PAN CONVECTION OVEN WITH GRILL & HUMIDIFICATION - 450X300MM,P,5500,0.25,0.3,4125.0,4125.0,,,
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
BTA0023,BTA0023,"BTA0023
",SMARTCHEF,ALUMINIUM BAKING TRAY 2/3GN,,150,0.25,0.3,112.5,112.5,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 78,PAGE 78,PAGE 78,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
COS0004,COS0004,COS0004,SMARTCHEF,4 PAN CONVECTION OVEN,P,8200,0.25,0.3,6150.0,6150.0,,COS0004,COS0004
COB-RX10D,COB-RX10D,COB-RX10D,BAKEMARK,CONVECTION OVEN 10 PAN ,,75000,0.25,0.3,56250.0,56250.0,,COB-RX10D,COB-RX10D
SOB0010,SOB0010,SOB0010,SMARTCHEF,STAND FOR 10 PAN CONVECTION OVEN,,6400,0.1,0.1,5760.0,5760.0,,SOB0010,SOB0010
COB-RX6D,COB-RX6D,COB-RX6D,BAKEMARK,CONVECTION OVEN 6 PAN ,,62500,0.25,0.3,46875.0,46875.0,,COB-RX6D,COB-RX6D
SOB0006,SOB0006,SOB0006,SMARTCHEF,STAND FOR 6 PAN CONVECTION OVEN,,8600,0.1,0.1,7740.0,7740.0,,SOB0006,SOB0006
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400MM,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
CTS0064,CTS0064,CTS0064,SMARTCHEF,STAINLESS STEEL COOLING RACK - 600 X 400MM,,600,0.25,0.3,450.0,450.0,,CTS0064,CTS0064
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 79,PAGE 79,PAGE 79,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
PCB-XF32B,PCB-XF32B,PCB-XF32B,BAKEMARK,PROOVER 32 PAN,,32000,0.25,0.3,24000.0,24000.0,,PCB-XF32B,PCB-XF32B
PCB-XF16B,PCB-XF16B,PCB-XF16B,BAKEMARK,PROOVER 16 PAN,,21000,0.25,0.3,15750.0,15750.0,,PCB-XF16B,PCB-XF16B
PCB-XF10,PCB-XF10,PCB-XF10,BAKEMARK,PROOVER 10 PAN,,21000,0.25,0.3,15750.0,15750.0,,PCB-XF10,PCB-XF10
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,STAINLESS STEEL OVEN GRID - 600 X 400,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
CTS0064,CTS0064,CTS0064,SMARTCHEF,STAINLESS STEEL COOLING RACK - 600 X 400MM,,600,0.25,0.3,450.0,450.0,,CTS0064,CTS0064
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
,,,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
KGP4116-BLACK,KGP4116-BLACK,KGP4116-BLACK,PHOENIX,KAMADO GRILL 16 (41CM) TABLE TOP (BLACK),,7400,0.25,0.3,5550.0,5550.0,,,
KGP4116-RED,KGP4116-RED,KGP4116-RED,PHOENIX,KAMADO GRILL 16 (41CM) TABLE TOP  (RED),,7400,0.25,0.3,5550.0,5550.0,,,
KGP5923-BLACK,KGP5923-BLACK,KGP5923-BLACK,PHOENIX,KAMADO GRILL 23 (59CM)FLOOR STAND(BLACK),,20800,0.25,0.3,15600.0,15600.0,,,
KGP5923-RED,KGP5923-RED,KGP5923-RED,PHOENIX,KAMADO GRILL 23 (59CM) FLOOR STAND (RED),,20800,0.25,0.3,15600.0,15600.0,,,
KGP6827-BLACK,KGP6827-BLACK,KGP6827-BLACK,PHOENIX,KAMADO GRILL 27 (68CM)FLOOR STAND(BLACK),,25000,0.25,0.3,18750.0,18750.0,,,
KGP6827-RED,KGP6827-RED,KGP6827-RED,PHOENIX,KAMADO GRILL 27 (68CM) FLOOR STAND (RED),,25000,0.25,0.3,18750.0,18750.0,,,
KGP25H,KGP25H,KGP25H,PHOENIX,YAKATORI/HIBACHI GRILL BLACK,,3600,0.25,0.3,2700.0,2700.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 80,PAGE 80,PAGE 80,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EMP.PKF-50-S,EMP.PKF-50-S,EMP.PKF-50-S,EMPERO,CHARCOAL OVEN BLACK- 890mm ,,148000,0.25,0.3,111000.0,111000.0,,EMP.PKF-50-S,EMP.PKF-50-S
EMP.PKF-50-K,EMP.PKF-50-K,EMP.PKF-50-K,EMPERO,CHARCOAL OVEN RED - 890mm,,148000,0.25,0.3,111000.0,111000.0,,EMP.PKF-50-K,EMP.PKF-50-K
EMP.PKF-40-S,EMP.PKF-40-S,EMP.PKF-40-S,EMPERO,CHARCOAL OVEN BLACK - 710mm,,111000,0.25,0.3,83250.0,83250.0,,EMP.PKF-40-S,EMP.PKF-40-S
EMP.PKF-40-K,EMP.PKF-40-K,EMP.PKF-40-K,EMPERO,CHARCOAL OVEN RED - 710mm,,111000,0.25,0.3,83250.0,83250.0,,EMP.PKF-40-K,EMP.PKF-40-K
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 81,PAGE 81,PAGE 81,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
EMP.PKF-50-D,EMP.PKF-50-D,EMP.PKF-50-D,EMPERO,CABINET FOR CHARCOAL OVEN - 890MM,,19800,0.25,0.3,14850.0,14850.0,,EMP.PKF-50-D,EMP.PKF-50-D
EMP.PKF-40-D,EMP.PKF-40-D,EMP.PKF-40-D,EMPERO,CABINET FOR CHARCOAL OVEN - 710MM,,17200,0.25,0.3,12900.0,12900.0,,EMP.PKF-40-D,EMP.PKF-40-D
EMP.PKF-50-AS,EMP.PKF-50-AS,EMP.PKF-50-AS,EMPERO,STAND FOR CHARCOAL OVEN - 890MM,,17600,0.25,0.3,13200.0,13200.0,,EMP.PKF-50-AS,EMP.PKF-50-AS
EMP.PKF-40-AS,EMP.PKF-40-AS,EMP.PKF-40-AS,EMPERO,STAND FOR CHARCOAL OVEN - 710MM,,13200,0.25,0.3,9900.0,9900.0,,EMP.PKF-40-AS,EMP.PKF-40-AS
EMP.PKF-50-US,EMP.PKF-50-US,EMP.PKF-50-US,EMPERO,TOP GRID FOR CHARCOAL OVEN - 890MM,,21200,0.25,0.3,15900.0,15900.0,,EMP.PKF-50-US,EMP.PKF-50-US
EMP.PKF-40-US,EMP.PKF-40-US,EMP.PKF-40-US,EMPERO,TOP GRID FOR CHARCOAL OVEN - 710MM,,17200,0.25,0.3,12900.0,12900.0,,EMP.PKF-40-US,EMP.PKF-40-US
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 82,PAGE 82,PAGE 82,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOP0066,DOP0066,DOP0066,PRISMAFOOD,DECK OVEN DOUBLE 66,,68800,0.25,0.3,51600.0,51600.0,,DOP0066,DOP0066
DOP0044,DOP0044,DOP0044,PRISMAFOOD,DECK OVEN DOUBLE 44,,51000,0.25,0.3,38250.0,38250.0,,DOP0044,DOP0044
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 83,PAGE 83,PAGE 83,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
SDP0066,SDP0066,SDP0066,PRISMAFOOD,STAND FOR DOUBLE DECK OVEN ,,8400,0.25,0.3,6300.0,6300.0,,SDP0066,SDP0066
SDP0044,SDP0044,SDP0044,PRISMAFOOD,STAND FOR DOUBLE DECK OVEN,,6800,0.25,0.3,5100.0,5100.0,,SDP0044,SDP0044
HDP0066,HDP0066,HDP0066,PRISMAFOOD,HOOD FOR DOUBLE DECK OVEN ,,8000,0.25,0.3,6000.0,6000.0,,HDP0066,HDP0066
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 84,PAGE 84,PAGE 84,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
POS2408,POS2408,POS2408,SMARTCHEF,PIZZA OVEN - DOUBLE DECK - 4 PIZZAS PER DECK,,24800,0.25,0.3,18600.0,18600.0,,POS2408,POS2408
POS1404,POS1404,POS1404,SMARTCHEF,PIZZA OVEN - SINGLE DECK - 4 PIZZAS PER DECK,,12800,0.25,0.3,9600.0,9600.0,,POS1404,POS1404
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 85,PAGE 85,PAGE 85,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
POS2102,POS2102,POS2102,SMARTCHEF,PIZZA OVEN - DOUBLE DECK - 1 PIZZA PER DECK,,6400,0.25,0.3,4800.0,4800.0,,POS2102,POS2102
POS1101,POS1101,POS1101,SMARTCHEF,PIZZA OVEN - SINGLE DECK - 1 PIZZA PER DECK,,4000,0.25,0.3,3000.0,3000.0,,POS1101,POS1101
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 86,PAGE 86,PAGE 86,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
POP0240,POP0240,POP0240,PRISMAFOOD,PIZZA OVEN - DOUBLE DECK - 1 PIZZA PER DECK,,14400,0.25,0.3,10800.0,10800.0,,POP0240,POP0240
POP0140,POP0140,POP0140,PRISMAFOOD,PIZZA OVEN - SINGLE DECK - 1 PIZZA PER DECK,,11000,0.25,0.3,8250.0,8250.0,,POP0140,POP0140
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 88,PAGE 88,PAGE 88,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOB/S3309,DOB/S3309,DOB/S3309,BAKEMARK,DECK OVEN WITH HUMIDIFICATION & STONE BASE - TRIPLE DECK - 3 TRAYS PER DECK,,110000,0.25,0.3,82500.0,82500.0,,DOB/S3309,DOB/S3309
DOB/S3309G,DOB/S3309G,"DOB/S3309G
",BAKEMARK,GAS DECK OVEN WITH HUMIDIFICATION & STONE BASE - TRIPLE DECK - 3 TRAYS PER DECK,,110000,0.25,0.3,82500.0,82500.0,,,
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 89,PAGE 89,PAGE 89,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOB3309,DOB3309,DOB3309,BAKEMARK,DECK OVEN - TRIPLE DECK - 3 TRAYS PER DECK,,43600,0.25,0.3,32700.0,32700.0,,DOB3309,DOB3309
DOB3206,DOB3206,DOB3206,BAKEMARK,DECK OVEN - TRIPLE DECK - 2 TRAYS PER DECK,,33400,0.25,0.3,25050.0,25050.0,,DOB3206,DOB3206
DOB2204,DOB2204,DOB2204,BAKEMARK,DECK OVEN - DOUBLE DECK - 2 TRAYS PER DECK,,24800,0.25,0.3,18600.0,18600.0,,DOB2204,DOB2204
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 90,PAGE 90,PAGE 90,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOB2102,DOB2102,DOB2102,BAKEMARK,DECK OVEN - DOUBLE DECK - 1 TRAY PER DECK,,11400,0.25,0.3,8550.0,8550.0,,DOB2102,DOB2102
DOB1101,DOB1101,DOB1101,BAKEMARK,DECK OVEN - SINGLE DECK - 1 TRAY PER DECK,,6200,0.25,0.3,4650.0,4650.0,,DOB1101,DOB1101
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 91,PAGE 91,PAGE 91,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOB/3309G,DOB/3309G,DOB/3309G,BAKEMARK,GAS DECK OVEN - TRIPLE DECK - 3 TRAYS PER DECK,,66000,0.25,0.3,49500.0,49500.0,,DOB/3309G,DOB/3309G
DOB/3206G,DOB/3206G,"DOB/3206G
",BAKEMARK,GAS DECK OVEN - TRIPLE DECK - 2 TRAYS PER DECK,,48000,0.25,0.3,36000.0,36000.0,,,
DOB/2306G,DOB/2306G,DOB/2306G,BAKEMARK,GAS DECK OVEN - TWO DECK - 3 TRAYS PER DECK,,44000,0.25,0.3,33000.0,33000.0,,DOB/2306G,DOB/2306G
DOB/1303G,DOB/1303G,DOB/1303G,BAKEMARK,GAS DECK OVEN - SINGLE DECK - 3 TRAYS PER DECK,,23500,0.25,0.3,17625.0,17625.0,,DOB/1303G,DOB/1303G
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 92,PAGE 92,PAGE 92,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
DOB/2204G,DOB/2204G,DOB/2204G,BAKEMARK,GAS DECK OVEN - TWO DECK - 2 TRAYS PER DECK,,33600,0.25,0.3,25200.0,25200.0,,DOB/2204G,DOB/2204G
DOB/1202G,DOB/1202G,DOB/1202G,BAKEMARK,GAS DECK OVEN - SINGLE DECK - 2 TRAYS PER DECK,,16500,0.25,0.3,12375.0,12375.0,,DOB/1202G,DOB/1202G
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 93,PAGE 93,PAGE 93,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
BTA0013,BTA0013,BTA0013,SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 20MM,,280,0.25,0.3,210.0,210.0,,BTA0013,BTA0013
BTA0064-L,BTA0064-L,"BTA0064-L
",SMARTCHEF,ALUMINIUM BAKING TRAY - 600 X 400 X 10MM,,240,0.25,0.3,180.0,180.0,,,
BTA0064-T,BTA0064-T,"BTA0064-T
",SMARTCHEF,TEFLON COATED BAKING TRAY - 600 X 400 X 30MM,,440,0.25,0.3,330.0,330.0,,,
BTA0043,BTA0043,BTA0043,SMARTCHEF,BAKING TRAY - 435X315X10MM DEEP,,DISCON,0.25,0.3,,,,,
OGS0064,OGS0064,OGS0064,SMARTCHEF,OVEN GRID 600 X 400MM,,600,0.25,0.3,450.0,450.0,,OGS0064,OGS0064
OGS0011,OGS0011,OGS0011,SMARTCHEF,STAINLESS STEEL OVEN GRID 1/1GN,,260,0.25,0.3,195.0,195.0,,OGS0011,OGS0011
BTS0011,BTS0011,"BTS0011
",SMARTCHEF,STAINLESS STEEL BAKING TRAY 1/1GN,,250,0.25,0.3,187.5,187.5,,,
CTS0064,CTS0064,CTS0064,SMARTCHEF,STAINLESS STEEL COOLING RACK - 600 X 400,,600,0.25,0.3,450.0,450.0,,CTS0064,CTS0064
ORDER CODE,ORDER CODE,ORDER CODE,BRAND,,,LIST PRICE,DEALERS DISCOUNT,,,,,,
PAGE 96,PAGE 96,PAGE 96,,,,EXCL VAT,STANDARD,PREMIUM,,,,,
CBC0018,CBC0018,CBC0018,CATERLOT,COFFEE BREWER - 18LT - STAINLESS STEEL,,DISCON,--,--,,,,CBC0018,
CBC0018-B,CBC0018-B,CBC0018-B,CATERLOT,COFFEE BREWER - 18LT - BLACK,,3800,0.25,0.3,2850.0,2850.0,,CBC0018-B,CBC0018-B
CBC0014,CBC0014,CBC0014,CATERLOT,COFFEE BREWER - 14LT - STAINLESS STEEL,,3200,0.25,0.3,2400.0,2400.0,,CBC0014,CBC0014
CBC0014-B,CBC0014-B,CBC0014-B,CATERLOT,COFFEE BREWER - 14LT - BLACK,,3400,0.25,0.3,2550.0,2550.0,,CBC0014-B,CBC0014-B
CBC0008,CBC0008,CBC0008,CATERLOT,COFFEE BREWER - 8LT - STAINLESS STEEL,,DISCON,--,--,,,,CBC0008,
CBC0008-B,CBC0008-B,CBC0008-B,CATERLOT,COFFEE BREWER - 8LT - BLACK,,DISCON,--,--,,,,,
